2023-10-01 13:29:48,639.BBQ_Temp_Producer.INFO ==================================================
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Today is 2023-10-01 at 01:29 PM
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Running on: nt Windows 10
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Python version:  3.11.3
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO Python path: C:\Users\wadej\OneDrive\Documents\streaming-05-smart-smoker\.venv
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO Working dir: C:\Users\wadej\OneDrive\Documents\streaming-05-smart-smoker
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO ==================================================
2023-10-01 13:50:01,766.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:03,767.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:12:15', '252.4') to Smoker_Temp_Queue
2023-10-01 13:50:03,768.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:03,769.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:05,769.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:12:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:05,770.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:35', '116.5') to Temp_Food1_Queue
2023-10-01 13:50:05,771.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:07,772.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:12:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:07,773.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:40', '116.5') to Temp_Food1_Queue
2023-10-01 13:50:07,773.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:40', '109.5') to Temp_Food2_Queue
2023-10-01 13:50:09,774.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:12:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:09,775.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:09,776.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:12:45', '109.5') to Temp_Food2_Queue
2023-10-01 13:50:11,777.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:13:10', '252.3') to Smoker_Temp_Queue
2023-10-01 13:50:11,778.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:11,779.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:13,780.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:13:15', '252.3') to Smoker_Temp_Queue
2023-10-01 13:50:13,780.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:13,781.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:15,783.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:13:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:15,783.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:35', '117.2') to Temp_Food1_Queue
2023-10-01 13:50:15,784.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:17,785.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:13:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:17,786.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:40', '117.2') to Temp_Food1_Queue
2023-10-01 13:50:17,786.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:40', '110.2') to Temp_Food2_Queue
2023-10-01 13:50:19,787.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:13:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:19,788.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:19,788.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:13:45', '110.2') to Temp_Food2_Queue
2023-10-01 13:50:21,790.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:14:10', '252.5') to Smoker_Temp_Queue
2023-10-01 13:50:21,791.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:21,791.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:23,792.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:14:15', '252.5') to Smoker_Temp_Queue
2023-10-01 13:50:23,793.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:23,794.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:25,796.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:14:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:25,797.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:35', '117.9') to Temp_Food1_Queue
2023-10-01 13:50:25,798.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:27,799.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:14:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:27,799.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:40', '117.9') to Temp_Food1_Queue
2023-10-01 13:50:27,799.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:40', '111.0') to Temp_Food2_Queue
2023-10-01 13:50:29,801.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:14:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:29,802.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:29,802.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:14:45', '111.0') to Temp_Food2_Queue
2023-10-01 13:50:31,804.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:15:10', '252.5') to Smoker_Temp_Queue
2023-10-01 13:50:31,804.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:31,804.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:33,806.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:15:15', '252.5') to Smoker_Temp_Queue
2023-10-01 13:50:33,807.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:33,807.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:35,808.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:15:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:35,809.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:35', '118.6') to Temp_Food1_Queue
2023-10-01 13:50:35,810.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:37,811.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:15:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:37,812.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:40', '118.6') to Temp_Food1_Queue
2023-10-01 13:50:37,813.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:40', '111.7') to Temp_Food2_Queue
2023-10-01 13:50:39,815.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:15:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:39,816.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:39,817.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:15:45', '111.7') to Temp_Food2_Queue
2023-10-01 13:50:41,818.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:16:10', '253.2') to Smoker_Temp_Queue
2023-10-01 13:50:41,819.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:41,819.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:43,821.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:16:15', '253.2') to Smoker_Temp_Queue
2023-10-01 13:50:43,822.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:43,822.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:45,824.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:16:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:45,825.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:35', '119.3') to Temp_Food1_Queue
2023-10-01 13:50:45,826.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:47,826.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:16:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:47,827.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:40', '119.3') to Temp_Food1_Queue
2023-10-01 13:50:47,827.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:40', '112.4') to Temp_Food2_Queue
2023-10-01 13:50:49,828.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:16:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:49,829.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:49,830.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:16:45', '112.4') to Temp_Food2_Queue
2023-10-01 13:50:51,831.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:17:10', '254.3') to Smoker_Temp_Queue
2023-10-01 13:50:51,831.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:51,832.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:53,833.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:17:15', '254.3') to Smoker_Temp_Queue
2023-10-01 13:50:53,834.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:53,834.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:55,836.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:17:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:55,837.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:35', '120.0') to Temp_Food1_Queue
2023-10-01 13:50:55,838.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:50:57,839.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:17:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:57,839.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:40', '120.0') to Temp_Food1_Queue
2023-10-01 13:50:57,840.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:40', '113.1') to Temp_Food2_Queue
2023-10-01 13:50:59,842.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:17:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:50:59,842.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:50:59,843.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:17:45', '113.1') to Temp_Food2_Queue
2023-10-01 13:51:01,844.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:18:10', '254.3') to Smoker_Temp_Queue
2023-10-01 13:51:01,845.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:01,845.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:03,847.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:18:15', '254.3') to Smoker_Temp_Queue
2023-10-01 13:51:03,848.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:03,849.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:05,850.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:18:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:05,850.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:35', '120.6') to Temp_Food1_Queue
2023-10-01 13:51:05,851.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:07,852.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:18:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:07,853.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:40', '120.6') to Temp_Food1_Queue
2023-10-01 13:51:07,854.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:40', '113.8') to Temp_Food2_Queue
2023-10-01 13:51:09,854.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:18:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:09,855.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:09,856.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:18:45', '113.8') to Temp_Food2_Queue
2023-10-01 13:51:11,857.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:19:10', '253.6') to Smoker_Temp_Queue
2023-10-01 13:51:11,857.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:11,858.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:13,859.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:19:15', '253.6') to Smoker_Temp_Queue
2023-10-01 13:51:13,859.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:13,860.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:15,861.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:19:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:15,861.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:35', '121.3') to Temp_Food1_Queue
2023-10-01 13:51:15,862.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:17,863.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:19:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:17,864.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:40', '121.3') to Temp_Food1_Queue
2023-10-01 13:51:17,864.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:40', '114.5') to Temp_Food2_Queue
2023-10-01 13:51:19,865.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:19:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:19,865.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:19,866.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:19:45', '114.5') to Temp_Food2_Queue
2023-10-01 13:51:21,867.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:20:10', '253.6') to Smoker_Temp_Queue
2023-10-01 13:51:21,867.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:21,868.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:23,869.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:20:15', '253.6') to Smoker_Temp_Queue
2023-10-01 13:51:23,870.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:23,870.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:25,871.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:20:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:25,871.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:35', '121.9') to Temp_Food1_Queue
2023-10-01 13:51:25,871.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:27,873.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:20:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:27,874.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:40', '121.9') to Temp_Food1_Queue
2023-10-01 13:51:27,874.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:40', '115.1') to Temp_Food2_Queue
2023-10-01 13:51:29,875.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:20:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:29,875.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:29,876.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:20:45', '115.1') to Temp_Food2_Queue
2023-10-01 13:51:31,877.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:21:10', '255.0') to Smoker_Temp_Queue
2023-10-01 13:51:31,877.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:31,878.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:33,879.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:21:15', '255.0') to Smoker_Temp_Queue
2023-10-01 13:51:33,879.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:33,880.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:35,881.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:21:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:35,882.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:35', '122.5') to Temp_Food1_Queue
2023-10-01 13:51:35,882.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:37,883.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:21:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:37,883.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:40', '122.5') to Temp_Food1_Queue
2023-10-01 13:51:37,883.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:40', '115.8') to Temp_Food2_Queue
2023-10-01 13:51:39,885.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:21:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:39,885.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:39,885.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:21:45', '115.8') to Temp_Food2_Queue
2023-10-01 13:51:41,887.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:22:10', '256.4') to Smoker_Temp_Queue
2023-10-01 13:51:41,888.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:41,888.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:43,888.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:22:15', '256.4') to Smoker_Temp_Queue
2023-10-01 13:51:43,889.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:43,889.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:45,890.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:22:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:45,890.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:35', '123.1') to Temp_Food1_Queue
2023-10-01 13:51:45,891.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:47,892.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:22:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:47,892.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:40', '123.1') to Temp_Food1_Queue
2023-10-01 13:51:47,893.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:40', '116.4') to Temp_Food2_Queue
2023-10-01 13:51:49,894.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:22:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:49,895.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:49,895.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:22:45', '116.4') to Temp_Food2_Queue
2023-10-01 13:51:51,896.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:23:10', '256.7') to Smoker_Temp_Queue
2023-10-01 13:51:51,896.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:51,897.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:53,898.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:23:15', '256.7') to Smoker_Temp_Queue
2023-10-01 13:51:53,899.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:53,899.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:55,900.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:23:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:55,900.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:35', '123.8') to Temp_Food1_Queue
2023-10-01 13:51:55,901.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:51:57,902.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:23:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:57,902.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:40', '123.8') to Temp_Food1_Queue
2023-10-01 13:51:57,903.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:40', '117.0') to Temp_Food2_Queue
2023-10-01 13:51:59,904.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:23:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:51:59,904.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:51:59,905.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:23:45', '117.0') to Temp_Food2_Queue
2023-10-01 13:52:01,906.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:24:10', '256.4') to Smoker_Temp_Queue
2023-10-01 13:52:01,907.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:52:01,907.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:52:03,907.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:24:15', '256.4') to Smoker_Temp_Queue
2023-10-01 13:52:03,907.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:52:03,908.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:52:05,909.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:24:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:52:05,909.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:35', '124.3') to Temp_Food1_Queue
2023-10-01 13:52:05,909.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:52:07,911.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 15:24:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:52:07,911.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:40', '124.3') to Temp_Food1_Queue
2023-10-01 13:52:07,912.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 15:24:40', '117.7') to Temp_Food2_Queue
